v_rest_mv,trial,direction_deg,spike_count,peak_mv,firing_rate_hz
-90.0,0,0,1,36.535,1.000000
-90.0,1,0,1,38.238,1.000000
-90.0,2,0,2,36.950,2.000000
-90.0,3,0,1,36.286,1.000000
-90.0,4,0,1,35.775,1.000000
-90.0,5,0,1,37.065,1.000000
-90.0,6,0,2,37.324,2.000000
-90.0,7,0,1,36.486,1.000000
-90.0,8,0,3,37.496,3.000000
-90.0,9,0,2,37.627,2.000000
-90.0,0,30,2,36.737,2.000000
-90.0,1,30,1,36.266,1.000000
-90.0,2,30,3,37.494,3.000000
-90.0,3,30,1,35.487,1.000000
-90.0,4,30,1,36.775,1.000000
-90.0,5,30,1,34.614,1.000000
-90.0,6,30,1,36.306,1.000000
-90.0,7,30,2,35.820,2.000000
-90.0,8,30,0,-49.020,0.000000
-90.0,9,30,2,36.744,2.000000
-90.0,0,60,0,-49.451,0.000000
-90.0,1,60,2,36.343,2.000000
-90.0,2,60,0,-47.739,0.000000
-90.0,3,60,2,36.682,2.000000
-90.0,4,60,0,-45.545,0.000000
-90.0,5,60,1,35.397,1.000000
-90.0,6,60,1,36.206,1.000000
-90.0,7,60,0,-49.774,0.000000
-90.0,8,60,1,34.771,1.000000
-90.0,9,60,0,-49.206,0.000000
-90.0,0,90,0,-50.097,0.000000
-90.0,1,90,0,-48.927,0.000000
-90.0,2,90,0,-52.789,0.000000
-90.0,3,90,1,35.027,1.000000
-90.0,4,90,1,34.924,1.000000
-90.0,5,90,0,-54.676,0.000000
-90.0,6,90,0,-51.748,0.000000
-90.0,7,90,0,-48.571,0.000000
-90.0,8,90,0,-45.684,0.000000
-90.0,9,90,0,-55.463,0.000000
-90.0,0,120,0,-49.834,0.000000
-90.0,1,120,0,-52.467,0.000000
-90.0,2,120,0,-50.544,0.000000
-90.0,3,120,0,-53.822,0.000000
-90.0,4,120,0,-56.184,0.000000
-90.0,5,120,0,-54.049,0.000000
-90.0,6,120,0,-51.723,0.000000
-90.0,7,120,0,-54.876,0.000000
-90.0,8,120,0,-54.506,0.000000
-90.0,9,120,0,-55.817,0.000000
-90.0,0,150,0,-54.314,0.000000
-90.0,1,150,0,-57.064,0.000000
-90.0,2,150,0,-52.110,0.000000
-90.0,3,150,0,-57.136,0.000000
-90.0,4,150,0,-52.810,0.000000
-90.0,5,150,0,-58.039,0.000000
-90.0,6,150,0,-57.140,0.000000
-90.0,7,150,0,-54.562,0.000000
-90.0,8,150,0,-52.282,0.000000
-90.0,9,150,0,-53.725,0.000000
-90.0,0,180,0,-55.263,0.000000
-90.0,1,180,0,-56.164,0.000000
-90.0,2,180,0,-58.531,0.000000
-90.0,3,180,0,-58.775,0.000000
-90.0,4,180,0,-52.963,0.000000
-90.0,5,180,0,-52.818,0.000000
-90.0,6,180,0,-54.075,0.000000
-90.0,7,180,0,-54.048,0.000000
-90.0,8,180,0,-56.982,0.000000
-90.0,9,180,0,-52.131,0.000000
-90.0,0,210,0,-53.638,0.000000
-90.0,1,210,0,-57.327,0.000000
-90.0,2,210,0,-54.390,0.000000
-90.0,3,210,0,-47.920,0.000000
-90.0,4,210,0,-53.390,0.000000
-90.0,5,210,0,-56.952,0.000000
-90.0,6,210,0,-55.996,0.000000
-90.0,7,210,0,-56.636,0.000000
-90.0,8,210,0,-57.120,0.000000
-90.0,9,210,0,-50.024,0.000000
-90.0,0,240,0,-54.604,0.000000
-90.0,1,240,1,35.367,1.000000
-90.0,2,240,0,-52.313,0.000000
-90.0,3,240,1,35.460,1.000000
-90.0,4,240,0,-55.712,0.000000
-90.0,5,240,0,-51.273,0.000000
-90.0,6,240,1,34.591,1.000000
-90.0,7,240,0,-51.604,0.000000
-90.0,8,240,0,-46.985,0.000000
-90.0,9,240,0,-54.477,0.000000
-90.0,0,270,0,-52.001,0.000000
-90.0,1,270,0,-49.291,0.000000
-90.0,2,270,0,-46.541,0.000000
-90.0,3,270,1,34.997,1.000000
-90.0,4,270,0,-52.336,0.000000
-90.0,5,270,1,36.243,1.000000
-90.0,6,270,1,34.986,1.000000
-90.0,7,270,0,-50.027,0.000000
-90.0,8,270,0,-48.728,0.000000
-90.0,9,270,1,36.056,1.000000
-90.0,0,300,1,36.943,1.000000
-90.0,1,300,1,36.721,1.000000
-90.0,2,300,1,36.819,1.000000
-90.0,3,300,0,-45.665,0.000000
-90.0,4,300,2,36.569,2.000000
-90.0,5,300,1,34.523,1.000000
-90.0,6,300,0,-46.884,0.000000
-90.0,7,300,1,36.494,1.000000
-90.0,8,300,2,37.228,2.000000
-90.0,9,300,1,37.377,1.000000
-90.0,0,330,1,35.797,1.000000
-90.0,1,330,2,37.114,2.000000
-90.0,2,330,1,38.157,1.000000
-90.0,3,330,2,37.830,2.000000
-90.0,4,330,1,37.605,1.000000
-90.0,5,330,2,36.481,2.000000
-90.0,6,330,1,36.204,1.000000
-90.0,7,330,1,37.167,1.000000
-90.0,8,330,1,35.863,1.000000
-90.0,9,330,1,36.615,1.000000
-80.0,0,0,2,37.502,2.000000
-80.0,1,0,2,36.781,2.000000
-80.0,2,0,4,37.304,4.000000
-80.0,3,0,2,38.371,2.000000
-80.0,4,0,3,37.199,3.000000
-80.0,5,0,2,36.258,2.000000
-80.0,6,0,3,36.408,3.000000
-80.0,7,0,2,37.486,2.000000
-80.0,8,0,4,37.166,4.000000
-80.0,9,0,3,37.758,3.000000
-80.0,0,30,3,37.255,3.000000
-80.0,1,30,2,36.253,2.000000
-80.0,2,30,3,36.546,3.000000
-80.0,3,30,1,35.169,1.000000
-80.0,4,30,1,37.343,1.000000
-80.0,5,30,1,36.058,1.000000
-80.0,6,30,1,37.490,1.000000
-80.0,7,30,3,37.043,3.000000
-80.0,8,30,1,36.821,1.000000
-80.0,9,30,3,36.545,3.000000
-80.0,0,60,0,-43.829,0.000000
-80.0,1,60,2,36.755,2.000000
-80.0,2,60,1,35.262,1.000000
-80.0,3,60,3,37.070,3.000000
-80.0,4,60,1,35.914,1.000000
-80.0,5,60,2,35.545,2.000000
-80.0,6,60,2,37.135,2.000000
-80.0,7,60,1,35.446,1.000000
-80.0,8,60,1,36.653,1.000000
-80.0,9,60,1,35.431,1.000000
-80.0,0,90,1,34.294,1.000000
-80.0,1,90,0,-44.257,0.000000
-80.0,2,90,0,-51.667,0.000000
-80.0,3,90,1,35.540,1.000000
-80.0,4,90,1,35.388,1.000000
-80.0,5,90,0,-46.954,0.000000
-80.0,6,90,1,36.048,1.000000
-80.0,7,90,1,36.242,1.000000
-80.0,8,90,1,35.634,1.000000
-80.0,9,90,0,-46.202,0.000000
-80.0,0,120,0,-46.510,0.000000
-80.0,1,120,1,35.950,1.000000
-80.0,2,120,0,-48.417,0.000000
-80.0,3,120,0,-51.847,0.000000
-80.0,4,120,0,-51.944,0.000000
-80.0,5,120,1,36.387,1.000000
-80.0,6,120,0,-50.619,0.000000
-80.0,7,120,0,-53.753,0.000000
-80.0,8,120,0,-53.110,0.000000
-80.0,9,120,0,-53.993,0.000000
-80.0,0,150,0,-51.647,0.000000
-80.0,1,150,0,-54.603,0.000000
-80.0,2,150,1,37.007,1.000000
-80.0,3,150,0,-54.389,0.000000
-80.0,4,150,0,-50.588,0.000000
-80.0,5,150,1,36.420,1.000000
-80.0,6,150,0,-46.480,0.000000
-80.0,7,150,0,-53.730,0.000000
-80.0,8,150,0,-46.949,0.000000
-80.0,9,150,0,-50.732,0.000000
-80.0,0,180,0,-54.118,0.000000
-80.0,1,180,0,-54.578,0.000000
-80.0,2,180,0,-55.740,0.000000
-80.0,3,180,0,-56.363,0.000000
-80.0,4,180,0,-51.822,0.000000
-80.0,5,180,0,-50.910,0.000000
-80.0,6,180,0,-51.630,0.000000
-80.0,7,180,0,-53.270,0.000000
-80.0,8,180,0,-53.705,0.000000
-80.0,9,180,0,-48.358,0.000000
-80.0,0,210,0,-51.546,0.000000
-80.0,1,210,0,-54.813,0.000000
-80.0,2,210,1,35.791,1.000000
-80.0,3,210,1,35.641,1.000000
-80.0,4,210,1,35.929,1.000000
-80.0,5,210,0,-54.819,0.000000
-80.0,6,210,1,36.840,1.000000
-80.0,7,210,1,36.372,1.000000
-80.0,8,210,0,-50.522,0.000000
-80.0,9,210,0,-48.277,0.000000
-80.0,0,240,0,-53.918,0.000000
-80.0,1,240,1,36.563,1.000000
-80.0,2,240,1,37.062,1.000000
-80.0,3,240,1,36.488,1.000000
-80.0,4,240,0,-53.466,0.000000
-80.0,5,240,0,-49.391,0.000000
-80.0,6,240,1,36.322,1.000000
-80.0,7,240,0,-49.941,0.000000
-80.0,8,240,0,-47.154,0.000000
-80.0,9,240,0,-50.952,0.000000
-80.0,0,270,2,35.318,2.000000
-80.0,1,270,0,-48.892,0.000000
-80.0,2,270,1,36.140,1.000000
-80.0,3,270,1,35.665,1.000000
-80.0,4,270,1,35.080,1.000000
-80.0,5,270,1,37.484,1.000000
-80.0,6,270,1,36.218,1.000000
-80.0,7,270,1,34.886,1.000000
-80.0,8,270,1,35.425,1.000000
-80.0,9,270,1,36.141,1.000000
-80.0,0,300,1,37.834,1.000000
-80.0,1,300,1,37.528,1.000000
-80.0,2,300,2,37.525,2.000000
-80.0,3,300,1,36.553,1.000000
-80.0,4,300,2,37.171,2.000000
-80.0,5,300,2,36.154,2.000000
-80.0,6,300,2,37.518,2.000000
-80.0,7,300,2,36.344,2.000000
-80.0,8,300,2,37.007,2.000000
-80.0,9,300,2,37.884,2.000000
-80.0,0,330,2,37.716,2.000000
-80.0,1,330,3,36.624,3.000000
-80.0,2,330,2,38.266,2.000000
-80.0,3,330,2,37.107,2.000000
-80.0,4,330,2,37.530,2.000000
-80.0,5,330,4,37.796,4.000000
-80.0,6,330,2,37.038,2.000000
-80.0,7,330,2,36.342,2.000000
-80.0,8,330,3,37.696,3.000000
-80.0,9,330,1,36.613,1.000000
-70.0,0,0,3,37.236,3.000000
-70.0,1,0,4,36.914,4.000000
-70.0,2,0,6,37.635,6.000000
-70.0,3,0,4,37.433,4.000000
-70.0,4,0,4,37.637,4.000000
-70.0,5,0,4,36.981,4.000000
-70.0,6,0,4,37.179,4.000000
-70.0,7,0,2,37.339,2.000000
-70.0,8,0,6,36.927,6.000000
-70.0,9,0,3,37.487,3.000000
-70.0,0,30,4,36.074,4.000000
-70.0,1,30,3,36.995,3.000000
-70.0,2,30,4,36.612,4.000000
-70.0,3,30,3,37.090,3.000000
-70.0,4,30,3,36.875,3.000000
-70.0,5,30,2,36.149,2.000000
-70.0,6,30,3,36.941,3.000000
-70.0,7,30,4,36.691,4.000000
-70.0,8,30,2,35.781,2.000000
-70.0,9,30,3,37.465,3.000000
-70.0,0,60,3,36.053,3.000000
-70.0,1,60,3,36.579,3.000000
-70.0,2,60,1,36.916,1.000000
-70.0,3,60,4,36.572,4.000000
-70.0,4,60,3,36.113,3.000000
-70.0,5,60,2,36.281,2.000000
-70.0,6,60,2,36.684,2.000000
-70.0,7,60,2,36.221,2.000000
-70.0,8,60,3,36.338,3.000000
-70.0,9,60,1,35.777,1.000000
-70.0,0,90,1,35.002,1.000000
-70.0,1,90,2,35.437,2.000000
-70.0,2,90,1,35.616,1.000000
-70.0,3,90,2,35.434,2.000000
-70.0,4,90,2,35.034,2.000000
-70.0,5,90,0,-48.570,0.000000
-70.0,6,90,1,36.366,1.000000
-70.0,7,90,1,35.430,1.000000
-70.0,8,90,2,35.974,2.000000
-70.0,9,90,1,36.507,1.000000
-70.0,0,120,1,35.428,1.000000
-70.0,1,120,1,36.558,1.000000
-70.0,2,120,1,36.440,1.000000
-70.0,3,120,1,35.578,1.000000
-70.0,4,120,0,-53.022,0.000000
-70.0,5,120,1,36.636,1.000000
-70.0,6,120,1,36.417,1.000000
-70.0,7,120,0,-52.957,0.000000
-70.0,8,120,0,-47.846,0.000000
-70.0,9,120,0,-48.345,0.000000
-70.0,0,150,1,35.138,1.000000
-70.0,1,150,0,-52.337,0.000000
-70.0,2,150,1,38.051,1.000000
-70.0,3,150,1,35.674,1.000000
-70.0,4,150,0,-46.493,0.000000
-70.0,5,150,1,36.695,1.000000
-70.0,6,150,1,36.752,1.000000
-70.0,7,150,0,-52.501,0.000000
-70.0,8,150,1,36.669,1.000000
-70.0,9,150,0,-50.007,0.000000
-70.0,0,180,0,-53.459,0.000000
-70.0,1,180,1,35.798,1.000000
-70.0,2,180,0,-53.099,0.000000
-70.0,3,180,0,-52.694,0.000000
-70.0,4,180,0,-51.220,0.000000
-70.0,5,180,0,-49.443,0.000000
-70.0,6,180,1,37.547,1.000000
-70.0,7,180,0,-52.364,0.000000
-70.0,8,180,0,-50.037,0.000000
-70.0,9,180,0,-47.936,0.000000
-70.0,0,210,1,37.538,1.000000
-70.0,1,210,0,-54.023,0.000000
-70.0,2,210,1,35.667,1.000000
-70.0,3,210,1,36.366,1.000000
-70.0,4,210,1,36.214,1.000000
-70.0,5,210,0,-49.382,0.000000
-70.0,6,210,1,37.383,1.000000
-70.0,7,210,1,35.716,1.000000
-70.0,8,210,0,-48.026,0.000000
-70.0,9,210,1,36.023,1.000000
-70.0,0,240,1,37.809,1.000000
-70.0,1,240,1,37.649,1.000000
-70.0,2,240,1,37.964,1.000000
-70.0,3,240,1,36.501,1.000000
-70.0,4,240,1,35.432,1.000000
-70.0,5,240,1,36.439,1.000000
-70.0,6,240,2,36.322,2.000000
-70.0,7,240,1,36.576,1.000000
-70.0,8,240,1,33.950,1.000000
-70.0,9,240,0,-49.688,0.000000
-70.0,0,270,2,35.943,2.000000
-70.0,1,270,1,36.521,1.000000
-70.0,2,270,2,37.644,2.000000
-70.0,3,270,3,37.138,3.000000
-70.0,4,270,1,34.722,1.000000
-70.0,5,270,1,37.243,1.000000
-70.0,6,270,1,34.385,1.000000
-70.0,7,270,1,36.241,1.000000
-70.0,8,270,2,36.820,2.000000
-70.0,9,270,2,38.469,2.000000
-70.0,0,300,2,38.077,2.000000
-70.0,1,300,1,37.014,1.000000
-70.0,2,300,2,36.741,2.000000
-70.0,3,300,3,36.871,3.000000
-70.0,4,300,3,37.559,3.000000
-70.0,5,300,3,36.948,3.000000
-70.0,6,300,2,37.580,2.000000
-70.0,7,300,2,36.746,2.000000
-70.0,8,300,2,37.561,2.000000
-70.0,9,300,2,37.789,2.000000
-70.0,0,330,3,37.390,3.000000
-70.0,1,330,5,36.987,5.000000
-70.0,2,330,3,38.243,3.000000
-70.0,3,330,4,38.193,4.000000
-70.0,4,330,4,37.540,4.000000
-70.0,5,330,4,37.519,4.000000
-70.0,6,330,4,36.818,4.000000
-70.0,7,330,3,38.104,3.000000
-70.0,8,330,4,37.479,4.000000
-70.0,9,330,2,37.471,2.000000
-60.0,0,0,5,38.126,5.000000
-60.0,1,0,5,37.267,5.000000
-60.0,2,0,6,37.584,6.000000
-60.0,3,0,5,37.827,5.000000
-60.0,4,0,4,37.348,4.000000
-60.0,5,0,5,36.634,5.000000
-60.0,6,0,5,37.372,5.000000
-60.0,7,0,4,36.606,4.000000
-60.0,8,0,7,37.847,7.000000
-60.0,9,0,4,36.666,4.000000
-60.0,0,30,5,36.935,5.000000
-60.0,1,30,3,37.231,3.000000
-60.0,2,30,5,37.305,5.000000
-60.0,3,30,3,36.776,3.000000
-60.0,4,30,5,37.012,5.000000
-60.0,5,30,4,36.536,4.000000
-60.0,6,30,5,36.918,5.000000
-60.0,7,30,6,36.412,6.000000
-60.0,8,30,3,36.926,3.000000
-60.0,9,30,5,37.022,5.000000
-60.0,0,60,4,36.371,4.000000
-60.0,1,60,4,36.056,4.000000
-60.0,2,60,2,36.030,2.000000
-60.0,3,60,6,36.462,6.000000
-60.0,4,60,4,36.604,4.000000
-60.0,5,60,4,36.476,4.000000
-60.0,6,60,4,36.736,4.000000
-60.0,7,60,3,37.143,3.000000
-60.0,8,60,4,37.239,4.000000
-60.0,9,60,2,36.291,2.000000
-60.0,0,90,2,36.259,2.000000
-60.0,1,90,2,35.383,2.000000
-60.0,2,90,1,36.679,1.000000
-60.0,3,90,2,35.657,2.000000
-60.0,4,90,2,34.917,2.000000
-60.0,5,90,2,36.109,2.000000
-60.0,6,90,2,36.386,2.000000
-60.0,7,90,1,35.948,1.000000
-60.0,8,90,3,36.038,3.000000
-60.0,9,90,1,36.482,1.000000
-60.0,0,120,1,36.287,1.000000
-60.0,1,120,1,36.835,1.000000
-60.0,2,120,2,35.652,2.000000
-60.0,3,120,2,35.393,2.000000
-60.0,4,120,1,34.943,1.000000
-60.0,5,120,1,35.763,1.000000
-60.0,6,120,1,36.845,1.000000
-60.0,7,120,1,35.847,1.000000
-60.0,8,120,1,36.632,1.000000
-60.0,9,120,1,37.001,1.000000
-60.0,0,150,1,35.985,1.000000
-60.0,1,150,0,-51.239,0.000000
-60.0,2,150,1,38.061,1.000000
-60.0,3,150,1,36.630,1.000000
-60.0,4,150,1,35.016,1.000000
-60.0,5,150,1,36.164,1.000000
-60.0,6,150,1,36.142,1.000000
-60.0,7,150,0,-52.165,0.000000
-60.0,8,150,1,35.623,1.000000
-60.0,9,150,1,35.805,1.000000
-60.0,0,180,1,35.799,1.000000
-60.0,1,180,1,35.935,1.000000
-60.0,2,180,0,-45.587,0.000000
-60.0,3,180,0,-51.276,0.000000
-60.0,4,180,0,-50.462,0.000000
-60.0,5,180,2,37.240,2.000000
-60.0,6,180,1,37.511,1.000000
-60.0,7,180,0,-51.622,0.000000
-60.0,8,180,0,-48.878,0.000000
-60.0,9,180,0,-46.238,0.000000
-60.0,0,210,1,37.555,1.000000
-60.0,1,210,0,-52.758,0.000000
-60.0,2,210,1,35.375,1.000000
-60.0,3,210,1,35.929,1.000000
-60.0,4,210,1,37.271,1.000000
-60.0,5,210,1,35.707,1.000000
-60.0,6,210,1,36.162,1.000000
-60.0,7,210,1,37.008,1.000000
-60.0,8,210,1,37.123,1.000000
-60.0,9,210,1,35.903,1.000000
-60.0,0,240,1,37.870,1.000000
-60.0,1,240,1,36.616,1.000000
-60.0,2,240,1,37.709,1.000000
-60.0,3,240,1,36.409,1.000000
-60.0,4,240,0,-51.461,0.000000
-60.0,5,240,1,36.881,1.000000
-60.0,6,240,2,37.293,2.000000
-60.0,7,240,1,37.097,1.000000
-60.0,8,240,3,36.196,3.000000
-60.0,9,240,0,-46.903,0.000000
-60.0,0,270,2,36.096,2.000000
-60.0,1,270,2,36.563,2.000000
-60.0,2,270,3,36.950,3.000000
-60.0,3,270,3,37.569,3.000000
-60.0,4,270,1,35.907,1.000000
-60.0,5,270,2,36.683,2.000000
-60.0,6,270,2,35.782,2.000000
-60.0,7,270,2,38.171,2.000000
-60.0,8,270,2,37.015,2.000000
-60.0,9,270,2,37.812,2.000000
-60.0,0,300,3,36.903,3.000000
-60.0,1,300,2,36.376,2.000000
-60.0,2,300,3,37.340,3.000000
-60.0,3,300,4,36.788,4.000000
-60.0,4,300,4,37.268,4.000000
-60.0,5,300,3,37.171,3.000000
-60.0,6,300,3,37.783,3.000000
-60.0,7,300,3,37.600,3.000000
-60.0,8,300,4,38.343,4.000000
-60.0,9,300,2,37.389,2.000000
-60.0,0,330,3,36.992,3.000000
-60.0,1,330,6,37.004,6.000000
-60.0,2,330,4,37.490,4.000000
-60.0,3,330,5,37.305,5.000000
-60.0,4,330,5,37.788,5.000000
-60.0,5,330,5,37.510,5.000000
-60.0,6,330,4,36.799,4.000000
-60.0,7,330,4,37.845,4.000000
