strategy,compute_mode,tier,parameterisation,cost_mult,sample_mult,usd_scaled
SURROGATE_NN_GA,MANY_CORE_CPU,CPU-96,tight,0.5,0.5,8.09
SURROGATE_NN_GA,MANY_CORE_CPU,CPU-96,tight,0.5,1.0,16.19
SURROGATE_NN_GA,MANY_CORE_CPU,CPU-96,tight,0.5,2.0,32.38
SURROGATE_NN_GA,MANY_CORE_CPU,CPU-96,tight,1.0,0.5,16.19
SURROGATE_NN_GA,MANY_CORE_CPU,CPU-96,tight,1.0,1.0,32.38
SURROGATE_NN_GA,MANY_CORE_CPU,CPU-96,tight,1.0,2.0,64.75
SURROGATE_NN_GA,MANY_CORE_CPU,CPU-96,tight,2.0,0.5,32.38
SURROGATE_NN_GA,MANY_CORE_CPU,CPU-96,tight,2.0,1.0,64.75
SURROGATE_NN_GA,MANY_CORE_CPU,CPU-96,tight,2.0,2.0,129.5
GRID,CORENEURON_GPU,RTX 4090,rich,0.5,0.5,6.5625e+42
GRID,CORENEURON_GPU,RTX 4090,rich,0.5,1.0,1.3125e+43
GRID,CORENEURON_GPU,RTX 4090,rich,0.5,2.0,2.625e+43
GRID,CORENEURON_GPU,RTX 4090,rich,1.0,0.5,1.3125e+43
GRID,CORENEURON_GPU,RTX 4090,rich,1.0,1.0,2.625e+43
GRID,CORENEURON_GPU,RTX 4090,rich,1.0,2.0,5.25e+43
GRID,CORENEURON_GPU,RTX 4090,rich,2.0,0.5,2.625e+43
GRID,CORENEURON_GPU,RTX 4090,rich,2.0,1.0,5.25e+43
GRID,CORENEURON_GPU,RTX 4090,rich,2.0,2.0,1.05e+44
GRID,CORENEURON_GPU,A100 40GB,rich,0.5,0.5,1.2833333333333334e+43
GRID,CORENEURON_GPU,A100 40GB,rich,0.5,1.0,2.5666666666666667e+43
GRID,CORENEURON_GPU,A100 40GB,rich,0.5,2.0,5.133333333333333e+43
GRID,CORENEURON_GPU,A100 40GB,rich,1.0,0.5,2.5666666666666667e+43
GRID,CORENEURON_GPU,A100 40GB,rich,1.0,1.0,5.133333333333333e+43
GRID,CORENEURON_GPU,A100 40GB,rich,1.0,2.0,1.0266666666666667e+44
GRID,CORENEURON_GPU,A100 40GB,rich,2.0,0.5,5.133333333333333e+43
GRID,CORENEURON_GPU,A100 40GB,rich,2.0,1.0,1.0266666666666667e+44
GRID,CORENEURON_GPU,A100 40GB,rich,2.0,2.0,2.0533333333333334e+44
GRID,CORENEURON_GPU,H100,rich,0.5,0.5,1.7499999999999998e+43
GRID,CORENEURON_GPU,H100,rich,0.5,1.0,3.4999999999999996e+43
GRID,CORENEURON_GPU,H100,rich,0.5,2.0,6.999999999999999e+43
GRID,CORENEURON_GPU,H100,rich,1.0,0.5,3.4999999999999996e+43
GRID,CORENEURON_GPU,H100,rich,1.0,1.0,6.999999999999999e+43
GRID,CORENEURON_GPU,H100,rich,1.0,2.0,1.3999999999999998e+44
GRID,CORENEURON_GPU,H100,rich,2.0,0.5,6.999999999999999e+43
GRID,CORENEURON_GPU,H100,rich,2.0,1.0,1.3999999999999998e+44
GRID,CORENEURON_GPU,H100,rich,2.0,2.0,2.7999999999999997e+44
GRID,SURROGATE_NN_GPU,RTX 4090,rich,0.5,0.5,1.6625e+41
GRID,SURROGATE_NN_GPU,RTX 4090,rich,0.5,1.0,3.325e+41
GRID,SURROGATE_NN_GPU,RTX 4090,rich,0.5,2.0,6.65e+41
GRID,SURROGATE_NN_GPU,RTX 4090,rich,1.0,0.5,3.325e+41
GRID,SURROGATE_NN_GPU,RTX 4090,rich,1.0,1.0,6.65e+41
GRID,SURROGATE_NN_GPU,RTX 4090,rich,1.0,2.0,1.33e+42
GRID,SURROGATE_NN_GPU,RTX 4090,rich,2.0,0.5,6.65e+41
GRID,SURROGATE_NN_GPU,RTX 4090,rich,2.0,1.0,1.33e+42
GRID,SURROGATE_NN_GPU,RTX 4090,rich,2.0,2.0,2.66e+42
GRID,SURROGATE_NN_GPU,A100 40GB,rich,0.5,0.5,3.6575e+41
GRID,SURROGATE_NN_GPU,A100 40GB,rich,0.5,1.0,7.315e+41
GRID,SURROGATE_NN_GPU,A100 40GB,rich,0.5,2.0,1.463e+42
GRID,SURROGATE_NN_GPU,A100 40GB,rich,1.0,0.5,7.315e+41
GRID,SURROGATE_NN_GPU,A100 40GB,rich,1.0,1.0,1.463e+42
GRID,SURROGATE_NN_GPU,A100 40GB,rich,1.0,2.0,2.926e+42
GRID,SURROGATE_NN_GPU,A100 40GB,rich,2.0,0.5,1.463e+42
GRID,SURROGATE_NN_GPU,A100 40GB,rich,2.0,1.0,2.926e+42
GRID,SURROGATE_NN_GPU,A100 40GB,rich,2.0,2.0,5.852e+42
GRID,SURROGATE_NN_GPU,H100,rich,0.5,0.5,8.3125e+41
GRID,SURROGATE_NN_GPU,H100,rich,0.5,1.0,1.6625e+42
GRID,SURROGATE_NN_GPU,H100,rich,0.5,2.0,3.325e+42
GRID,SURROGATE_NN_GPU,H100,rich,1.0,0.5,1.6625e+42
GRID,SURROGATE_NN_GPU,H100,rich,1.0,1.0,3.325e+42
GRID,SURROGATE_NN_GPU,H100,rich,1.0,2.0,6.65e+42
GRID,SURROGATE_NN_GPU,H100,rich,2.0,0.5,3.325e+42
GRID,SURROGATE_NN_GPU,H100,rich,2.0,1.0,6.65e+42
GRID,SURROGATE_NN_GPU,H100,rich,2.0,2.0,1.33e+43
GRID,MANY_CORE_CPU,CPU-96,rich,0.5,0.5,4.375e+41
GRID,MANY_CORE_CPU,CPU-96,rich,0.5,1.0,8.75e+41
GRID,MANY_CORE_CPU,CPU-96,rich,0.5,2.0,1.75e+42
GRID,MANY_CORE_CPU,CPU-96,rich,1.0,0.5,8.75e+41
GRID,MANY_CORE_CPU,CPU-96,rich,1.0,1.0,1.75e+42
GRID,MANY_CORE_CPU,CPU-96,rich,1.0,2.0,3.5e+42
GRID,MANY_CORE_CPU,CPU-96,rich,2.0,0.5,1.75e+42
GRID,MANY_CORE_CPU,CPU-96,rich,2.0,1.0,3.5e+42
GRID,MANY_CORE_CPU,CPU-96,rich,2.0,2.0,7e+42
RANDOM,CORENEURON_GPU,RTX 4090,rich,0.5,0.5,13.12
RANDOM,CORENEURON_GPU,RTX 4090,rich,0.5,1.0,26.25
RANDOM,CORENEURON_GPU,RTX 4090,rich,0.5,2.0,52.5
RANDOM,CORENEURON_GPU,RTX 4090,rich,1.0,0.5,26.25
RANDOM,CORENEURON_GPU,RTX 4090,rich,1.0,1.0,52.5
RANDOM,CORENEURON_GPU,RTX 4090,rich,1.0,2.0,105.0
RANDOM,CORENEURON_GPU,RTX 4090,rich,2.0,0.5,52.5
RANDOM,CORENEURON_GPU,RTX 4090,rich,2.0,1.0,105.0
RANDOM,CORENEURON_GPU,RTX 4090,rich,2.0,2.0,210.0
RANDOM,CORENEURON_GPU,A100 40GB,rich,0.5,0.5,25.67
RANDOM,CORENEURON_GPU,A100 40GB,rich,0.5,1.0,51.33
RANDOM,CORENEURON_GPU,A100 40GB,rich,0.5,2.0,102.67
RANDOM,CORENEURON_GPU,A100 40GB,rich,1.0,0.5,51.33
RANDOM,CORENEURON_GPU,A100 40GB,rich,1.0,1.0,102.67
RANDOM,CORENEURON_GPU,A100 40GB,rich,1.0,2.0,205.33
RANDOM,CORENEURON_GPU,A100 40GB,rich,2.0,0.5,102.67
RANDOM,CORENEURON_GPU,A100 40GB,rich,2.0,1.0,205.33
RANDOM,CORENEURON_GPU,A100 40GB,rich,2.0,2.0,410.67
RANDOM,CORENEURON_GPU,H100,rich,0.5,0.5,35.0
RANDOM,CORENEURON_GPU,H100,rich,0.5,1.0,70.0
RANDOM,CORENEURON_GPU,H100,rich,0.5,2.0,140.0
RANDOM,CORENEURON_GPU,H100,rich,1.0,0.5,70.0
RANDOM,CORENEURON_GPU,H100,rich,1.0,1.0,140.0
RANDOM,CORENEURON_GPU,H100,rich,1.0,2.0,280.0
RANDOM,CORENEURON_GPU,H100,rich,2.0,0.5,140.0
RANDOM,CORENEURON_GPU,H100,rich,2.0,1.0,280.0
RANDOM,CORENEURON_GPU,H100,rich,2.0,2.0,560.0
RANDOM,SURROGATE_NN_GPU,RTX 4090,rich,0.5,0.5,20.78
RANDOM,SURROGATE_NN_GPU,RTX 4090,rich,0.5,1.0,20.78
RANDOM,SURROGATE_NN_GPU,RTX 4090,rich,0.5,2.0,20.78
RANDOM,SURROGATE_NN_GPU,RTX 4090,rich,1.0,0.5,41.56
RANDOM,SURROGATE_NN_GPU,RTX 4090,rich,1.0,1.0,41.56
RANDOM,SURROGATE_NN_GPU,RTX 4090,rich,1.0,2.0,41.56
RANDOM,SURROGATE_NN_GPU,RTX 4090,rich,2.0,0.5,83.12
RANDOM,SURROGATE_NN_GPU,RTX 4090,rich,2.0,1.0,83.12
RANDOM,SURROGATE_NN_GPU,RTX 4090,rich,2.0,2.0,83.12
RANDOM,SURROGATE_NN_GPU,A100 40GB,rich,0.5,0.5,40.64
RANDOM,SURROGATE_NN_GPU,A100 40GB,rich,0.5,1.0,40.64
RANDOM,SURROGATE_NN_GPU,A100 40GB,rich,0.5,2.0,40.64
RANDOM,SURROGATE_NN_GPU,A100 40GB,rich,1.0,0.5,81.28
RANDOM,SURROGATE_NN_GPU,A100 40GB,rich,1.0,1.0,81.28
RANDOM,SURROGATE_NN_GPU,A100 40GB,rich,1.0,2.0,81.28
RANDOM,SURROGATE_NN_GPU,A100 40GB,rich,2.0,0.5,162.56
RANDOM,SURROGATE_NN_GPU,A100 40GB,rich,2.0,1.0,162.56
RANDOM,SURROGATE_NN_GPU,A100 40GB,rich,2.0,2.0,162.56
RANDOM,SURROGATE_NN_GPU,H100,rich,0.5,0.5,55.42
RANDOM,SURROGATE_NN_GPU,H100,rich,0.5,1.0,55.42
RANDOM,SURROGATE_NN_GPU,H100,rich,0.5,2.0,55.42
RANDOM,SURROGATE_NN_GPU,H100,rich,1.0,0.5,110.83
RANDOM,SURROGATE_NN_GPU,H100,rich,1.0,1.0,110.83
RANDOM,SURROGATE_NN_GPU,H100,rich,1.0,2.0,110.83
RANDOM,SURROGATE_NN_GPU,H100,rich,2.0,0.5,221.67
RANDOM,SURROGATE_NN_GPU,H100,rich,2.0,1.0,221.67
RANDOM,SURROGATE_NN_GPU,H100,rich,2.0,2.0,221.67
RANDOM,MANY_CORE_CPU,CPU-96,rich,0.5,0.5,0.88
RANDOM,MANY_CORE_CPU,CPU-96,rich,0.5,1.0,1.75
RANDOM,MANY_CORE_CPU,CPU-96,rich,0.5,2.0,3.5
RANDOM,MANY_CORE_CPU,CPU-96,rich,1.0,0.5,1.75
RANDOM,MANY_CORE_CPU,CPU-96,rich,1.0,1.0,3.5
RANDOM,MANY_CORE_CPU,CPU-96,rich,1.0,2.0,7.0
RANDOM,MANY_CORE_CPU,CPU-96,rich,2.0,0.5,3.5
RANDOM,MANY_CORE_CPU,CPU-96,rich,2.0,1.0,7.0
RANDOM,MANY_CORE_CPU,CPU-96,rich,2.0,2.0,14.0
CMA_ES,CORENEURON_GPU,RTX 4090,rich,0.5,0.5,9.84
CMA_ES,CORENEURON_GPU,RTX 4090,rich,0.5,1.0,19.69
CMA_ES,CORENEURON_GPU,RTX 4090,rich,0.5,2.0,39.38
CMA_ES,CORENEURON_GPU,RTX 4090,rich,1.0,0.5,19.69
CMA_ES,CORENEURON_GPU,RTX 4090,rich,1.0,1.0,39.38
CMA_ES,CORENEURON_GPU,RTX 4090,rich,1.0,2.0,78.75
CMA_ES,CORENEURON_GPU,RTX 4090,rich,2.0,0.5,39.38
CMA_ES,CORENEURON_GPU,RTX 4090,rich,2.0,1.0,78.75
CMA_ES,CORENEURON_GPU,RTX 4090,rich,2.0,2.0,157.5
CMA_ES,CORENEURON_GPU,A100 40GB,rich,0.5,0.5,19.25
CMA_ES,CORENEURON_GPU,A100 40GB,rich,0.5,1.0,38.5
CMA_ES,CORENEURON_GPU,A100 40GB,rich,0.5,2.0,77.0
CMA_ES,CORENEURON_GPU,A100 40GB,rich,1.0,0.5,38.5
CMA_ES,CORENEURON_GPU,A100 40GB,rich,1.0,1.0,77.0
CMA_ES,CORENEURON_GPU,A100 40GB,rich,1.0,2.0,154.0
CMA_ES,CORENEURON_GPU,A100 40GB,rich,2.0,0.5,77.0
CMA_ES,CORENEURON_GPU,A100 40GB,rich,2.0,1.0,154.0
CMA_ES,CORENEURON_GPU,A100 40GB,rich,2.0,2.0,308.0
CMA_ES,CORENEURON_GPU,H100,rich,0.5,0.5,26.25
CMA_ES,CORENEURON_GPU,H100,rich,0.5,1.0,52.5
CMA_ES,CORENEURON_GPU,H100,rich,0.5,2.0,105.0
CMA_ES,CORENEURON_GPU,H100,rich,1.0,0.5,52.5
CMA_ES,CORENEURON_GPU,H100,rich,1.0,1.0,105.0
CMA_ES,CORENEURON_GPU,H100,rich,1.0,2.0,210.0
CMA_ES,CORENEURON_GPU,H100,rich,2.0,0.5,105.0
CMA_ES,CORENEURON_GPU,H100,rich,2.0,1.0,210.0
CMA_ES,CORENEURON_GPU,H100,rich,2.0,2.0,420.0
CMA_ES,SURROGATE_NN_GPU,RTX 4090,rich,0.5,0.5,20.78
CMA_ES,SURROGATE_NN_GPU,RTX 4090,rich,0.5,1.0,20.78
CMA_ES,SURROGATE_NN_GPU,RTX 4090,rich,0.5,2.0,20.78
CMA_ES,SURROGATE_NN_GPU,RTX 4090,rich,1.0,0.5,41.56
CMA_ES,SURROGATE_NN_GPU,RTX 4090,rich,1.0,1.0,41.56
CMA_ES,SURROGATE_NN_GPU,RTX 4090,rich,1.0,2.0,41.56
CMA_ES,SURROGATE_NN_GPU,RTX 4090,rich,2.0,0.5,83.12
CMA_ES,SURROGATE_NN_GPU,RTX 4090,rich,2.0,1.0,83.12
CMA_ES,SURROGATE_NN_GPU,RTX 4090,rich,2.0,2.0,83.12
CMA_ES,SURROGATE_NN_GPU,A100 40GB,rich,0.5,0.5,40.64
CMA_ES,SURROGATE_NN_GPU,A100 40GB,rich,0.5,1.0,40.64
CMA_ES,SURROGATE_NN_GPU,A100 40GB,rich,0.5,2.0,40.64
CMA_ES,SURROGATE_NN_GPU,A100 40GB,rich,1.0,0.5,81.28
CMA_ES,SURROGATE_NN_GPU,A100 40GB,rich,1.0,1.0,81.28
CMA_ES,SURROGATE_NN_GPU,A100 40GB,rich,1.0,2.0,81.28
CMA_ES,SURROGATE_NN_GPU,A100 40GB,rich,2.0,0.5,162.56
CMA_ES,SURROGATE_NN_GPU,A100 40GB,rich,2.0,1.0,162.56
CMA_ES,SURROGATE_NN_GPU,A100 40GB,rich,2.0,2.0,162.56
CMA_ES,SURROGATE_NN_GPU,H100,rich,0.5,0.5,55.42
CMA_ES,SURROGATE_NN_GPU,H100,rich,0.5,1.0,55.42
CMA_ES,SURROGATE_NN_GPU,H100,rich,0.5,2.0,55.42
CMA_ES,SURROGATE_NN_GPU,H100,rich,1.0,0.5,110.83
CMA_ES,SURROGATE_NN_GPU,H100,rich,1.0,1.0,110.83
CMA_ES,SURROGATE_NN_GPU,H100,rich,1.0,2.0,110.83
CMA_ES,SURROGATE_NN_GPU,H100,rich,2.0,0.5,221.67
CMA_ES,SURROGATE_NN_GPU,H100,rich,2.0,1.0,221.67
CMA_ES,SURROGATE_NN_GPU,H100,rich,2.0,2.0,221.67
CMA_ES,MANY_CORE_CPU,CPU-96,rich,0.5,0.5,0.66
CMA_ES,MANY_CORE_CPU,CPU-96,rich,0.5,1.0,1.31
CMA_ES,MANY_CORE_CPU,CPU-96,rich,0.5,2.0,2.62
CMA_ES,MANY_CORE_CPU,CPU-96,rich,1.0,0.5,1.31
CMA_ES,MANY_CORE_CPU,CPU-96,rich,1.0,1.0,2.62
CMA_ES,MANY_CORE_CPU,CPU-96,rich,1.0,2.0,5.25
CMA_ES,MANY_CORE_CPU,CPU-96,rich,2.0,0.5,2.62
CMA_ES,MANY_CORE_CPU,CPU-96,rich,2.0,1.0,5.25
CMA_ES,MANY_CORE_CPU,CPU-96,rich,2.0,2.0,10.5
BAYESIAN,CORENEURON_GPU,RTX 4090,rich,0.5,0.5,3.28
BAYESIAN,CORENEURON_GPU,RTX 4090,rich,0.5,1.0,6.56
BAYESIAN,CORENEURON_GPU,RTX 4090,rich,0.5,2.0,13.12
BAYESIAN,CORENEURON_GPU,RTX 4090,rich,1.0,0.5,6.56
BAYESIAN,CORENEURON_GPU,RTX 4090,rich,1.0,1.0,13.12
BAYESIAN,CORENEURON_GPU,RTX 4090,rich,1.0,2.0,26.25
BAYESIAN,CORENEURON_GPU,RTX 4090,rich,2.0,0.5,13.12
BAYESIAN,CORENEURON_GPU,RTX 4090,rich,2.0,1.0,26.25
BAYESIAN,CORENEURON_GPU,RTX 4090,rich,2.0,2.0,52.5
BAYESIAN,CORENEURON_GPU,A100 40GB,rich,0.5,0.5,6.42
BAYESIAN,CORENEURON_GPU,A100 40GB,rich,0.5,1.0,12.83
BAYESIAN,CORENEURON_GPU,A100 40GB,rich,0.5,2.0,25.67
BAYESIAN,CORENEURON_GPU,A100 40GB,rich,1.0,0.5,12.83
BAYESIAN,CORENEURON_GPU,A100 40GB,rich,1.0,1.0,25.67
BAYESIAN,CORENEURON_GPU,A100 40GB,rich,1.0,2.0,51.33
BAYESIAN,CORENEURON_GPU,A100 40GB,rich,2.0,0.5,25.67
BAYESIAN,CORENEURON_GPU,A100 40GB,rich,2.0,1.0,51.33
BAYESIAN,CORENEURON_GPU,A100 40GB,rich,2.0,2.0,102.67
BAYESIAN,CORENEURON_GPU,H100,rich,0.5,0.5,8.75
BAYESIAN,CORENEURON_GPU,H100,rich,0.5,1.0,17.5
BAYESIAN,CORENEURON_GPU,H100,rich,0.5,2.0,35.0
BAYESIAN,CORENEURON_GPU,H100,rich,1.0,0.5,17.5
BAYESIAN,CORENEURON_GPU,H100,rich,1.0,1.0,35.0
BAYESIAN,CORENEURON_GPU,H100,rich,1.0,2.0,70.0
BAYESIAN,CORENEURON_GPU,H100,rich,2.0,0.5,35.0
BAYESIAN,CORENEURON_GPU,H100,rich,2.0,1.0,70.0
BAYESIAN,CORENEURON_GPU,H100,rich,2.0,2.0,140.0
BAYESIAN,SURROGATE_NN_GPU,RTX 4090,rich,0.5,0.5,20.78
BAYESIAN,SURROGATE_NN_GPU,RTX 4090,rich,0.5,1.0,20.78
BAYESIAN,SURROGATE_NN_GPU,RTX 4090,rich,0.5,2.0,20.78
BAYESIAN,SURROGATE_NN_GPU,RTX 4090,rich,1.0,0.5,41.56
BAYESIAN,SURROGATE_NN_GPU,RTX 4090,rich,1.0,1.0,41.56
BAYESIAN,SURROGATE_NN_GPU,RTX 4090,rich,1.0,2.0,41.56
BAYESIAN,SURROGATE_NN_GPU,RTX 4090,rich,2.0,0.5,83.12
BAYESIAN,SURROGATE_NN_GPU,RTX 4090,rich,2.0,1.0,83.12
BAYESIAN,SURROGATE_NN_GPU,RTX 4090,rich,2.0,2.0,83.12
BAYESIAN,SURROGATE_NN_GPU,A100 40GB,rich,0.5,0.5,40.64
BAYESIAN,SURROGATE_NN_GPU,A100 40GB,rich,0.5,1.0,40.64
BAYESIAN,SURROGATE_NN_GPU,A100 40GB,rich,0.5,2.0,40.64
BAYESIAN,SURROGATE_NN_GPU,A100 40GB,rich,1.0,0.5,81.28
BAYESIAN,SURROGATE_NN_GPU,A100 40GB,rich,1.0,1.0,81.28
BAYESIAN,SURROGATE_NN_GPU,A100 40GB,rich,1.0,2.0,81.28
BAYESIAN,SURROGATE_NN_GPU,A100 40GB,rich,2.0,0.5,162.56
BAYESIAN,SURROGATE_NN_GPU,A100 40GB,rich,2.0,1.0,162.56
BAYESIAN,SURROGATE_NN_GPU,A100 40GB,rich,2.0,2.0,162.56
BAYESIAN,SURROGATE_NN_GPU,H100,rich,0.5,0.5,55.42
BAYESIAN,SURROGATE_NN_GPU,H100,rich,0.5,1.0,55.42
BAYESIAN,SURROGATE_NN_GPU,H100,rich,0.5,2.0,55.42
BAYESIAN,SURROGATE_NN_GPU,H100,rich,1.0,0.5,110.83
BAYESIAN,SURROGATE_NN_GPU,H100,rich,1.0,1.0,110.83
BAYESIAN,SURROGATE_NN_GPU,H100,rich,1.0,2.0,110.83
BAYESIAN,SURROGATE_NN_GPU,H100,rich,2.0,0.5,221.67
BAYESIAN,SURROGATE_NN_GPU,H100,rich,2.0,1.0,221.67
BAYESIAN,SURROGATE_NN_GPU,H100,rich,2.0,2.0,221.67
BAYESIAN,MANY_CORE_CPU,CPU-96,rich,0.5,0.5,0.21
BAYESIAN,MANY_CORE_CPU,CPU-96,rich,0.5,1.0,0.44
BAYESIAN,MANY_CORE_CPU,CPU-96,rich,0.5,2.0,0.88
BAYESIAN,MANY_CORE_CPU,CPU-96,rich,1.0,0.5,0.42
BAYESIAN,MANY_CORE_CPU,CPU-96,rich,1.0,1.0,0.88
BAYESIAN,MANY_CORE_CPU,CPU-96,rich,1.0,2.0,1.75
BAYESIAN,MANY_CORE_CPU,CPU-96,rich,2.0,0.5,0.83
BAYESIAN,MANY_CORE_CPU,CPU-96,rich,2.0,1.0,1.75
BAYESIAN,MANY_CORE_CPU,CPU-96,rich,2.0,2.0,3.5
SURROGATE_NN_GA,CORENEURON_GPU,RTX 4090,rich,0.5,0.5,121.41
SURROGATE_NN_GA,CORENEURON_GPU,RTX 4090,rich,0.5,1.0,242.81
SURROGATE_NN_GA,CORENEURON_GPU,RTX 4090,rich,0.5,2.0,485.62
SURROGATE_NN_GA,CORENEURON_GPU,RTX 4090,rich,1.0,0.5,242.81
SURROGATE_NN_GA,CORENEURON_GPU,RTX 4090,rich,1.0,1.0,485.62
SURROGATE_NN_GA,CORENEURON_GPU,RTX 4090,rich,1.0,2.0,971.25
SURROGATE_NN_GA,CORENEURON_GPU,RTX 4090,rich,2.0,0.5,485.62
SURROGATE_NN_GA,CORENEURON_GPU,RTX 4090,rich,2.0,1.0,971.25
SURROGATE_NN_GA,CORENEURON_GPU,RTX 4090,rich,2.0,2.0,1942.5
SURROGATE_NN_GA,CORENEURON_GPU,A100 40GB,rich,0.5,0.5,237.42
SURROGATE_NN_GA,CORENEURON_GPU,A100 40GB,rich,0.5,1.0,474.83
SURROGATE_NN_GA,CORENEURON_GPU,A100 40GB,rich,0.5,2.0,949.67
SURROGATE_NN_GA,CORENEURON_GPU,A100 40GB,rich,1.0,0.5,474.83
SURROGATE_NN_GA,CORENEURON_GPU,A100 40GB,rich,1.0,1.0,949.67
SURROGATE_NN_GA,CORENEURON_GPU,A100 40GB,rich,1.0,2.0,1899.33
SURROGATE_NN_GA,CORENEURON_GPU,A100 40GB,rich,2.0,0.5,949.67
SURROGATE_NN_GA,CORENEURON_GPU,A100 40GB,rich,2.0,1.0,1899.33
SURROGATE_NN_GA,CORENEURON_GPU,A100 40GB,rich,2.0,2.0,3798.67
SURROGATE_NN_GA,CORENEURON_GPU,H100,rich,0.5,0.5,323.75
SURROGATE_NN_GA,CORENEURON_GPU,H100,rich,0.5,1.0,647.5
SURROGATE_NN_GA,CORENEURON_GPU,H100,rich,0.5,2.0,1295.0
SURROGATE_NN_GA,CORENEURON_GPU,H100,rich,1.0,0.5,647.5
SURROGATE_NN_GA,CORENEURON_GPU,H100,rich,1.0,1.0,1295.0
SURROGATE_NN_GA,CORENEURON_GPU,H100,rich,1.0,2.0,2590.0
SURROGATE_NN_GA,CORENEURON_GPU,H100,rich,2.0,0.5,1295.0
SURROGATE_NN_GA,CORENEURON_GPU,H100,rich,2.0,1.0,2590.0
SURROGATE_NN_GA,CORENEURON_GPU,H100,rich,2.0,2.0,5180.0
SURROGATE_NN_GA,SURROGATE_NN_GPU,RTX 4090,rich,0.5,0.5,23.03
SURROGATE_NN_GA,SURROGATE_NN_GPU,RTX 4090,rich,0.5,1.0,25.27
SURROGATE_NN_GA,SURROGATE_NN_GPU,RTX 4090,rich,0.5,2.0,29.76
SURROGATE_NN_GA,SURROGATE_NN_GPU,RTX 4090,rich,1.0,0.5,46.05
SURROGATE_NN_GA,SURROGATE_NN_GPU,RTX 4090,rich,1.0,1.0,50.54
SURROGATE_NN_GA,SURROGATE_NN_GPU,RTX 4090,rich,1.0,2.0,59.52
SURROGATE_NN_GA,SURROGATE_NN_GPU,RTX 4090,rich,2.0,0.5,92.1
SURROGATE_NN_GA,SURROGATE_NN_GPU,RTX 4090,rich,2.0,1.0,101.08
SURROGATE_NN_GA,SURROGATE_NN_GPU,RTX 4090,rich,2.0,2.0,119.03
SURROGATE_NN_GA,SURROGATE_NN_GPU,A100 40GB,rich,0.5,0.5,45.58
SURROGATE_NN_GA,SURROGATE_NN_GPU,A100 40GB,rich,0.5,1.0,50.51
SURROGATE_NN_GA,SURROGATE_NN_GPU,A100 40GB,rich,0.5,2.0,60.39
SURROGATE_NN_GA,SURROGATE_NN_GPU,A100 40GB,rich,1.0,0.5,91.15
SURROGATE_NN_GA,SURROGATE_NN_GPU,A100 40GB,rich,1.0,1.0,101.03
SURROGATE_NN_GA,SURROGATE_NN_GPU,A100 40GB,rich,1.0,2.0,120.78
SURROGATE_NN_GA,SURROGATE_NN_GPU,A100 40GB,rich,2.0,0.5,182.31
SURROGATE_NN_GA,SURROGATE_NN_GPU,A100 40GB,rich,2.0,1.0,202.06
SURROGATE_NN_GA,SURROGATE_NN_GPU,A100 40GB,rich,2.0,2.0,241.56
SURROGATE_NN_GA,SURROGATE_NN_GPU,H100,rich,0.5,0.5,66.64
SURROGATE_NN_GA,SURROGATE_NN_GPU,H100,rich,0.5,1.0,77.86
SURROGATE_NN_GA,SURROGATE_NN_GPU,H100,rich,0.5,2.0,100.3
SURROGATE_NN_GA,SURROGATE_NN_GPU,H100,rich,1.0,0.5,133.28
SURROGATE_NN_GA,SURROGATE_NN_GPU,H100,rich,1.0,1.0,155.72
SURROGATE_NN_GA,SURROGATE_NN_GPU,H100,rich,1.0,2.0,200.61
SURROGATE_NN_GA,SURROGATE_NN_GPU,H100,rich,2.0,0.5,266.55
SURROGATE_NN_GA,SURROGATE_NN_GPU,H100,rich,2.0,1.0,311.44
SURROGATE_NN_GA,SURROGATE_NN_GPU,H100,rich,2.0,2.0,401.22
SURROGATE_NN_GA,MANY_CORE_CPU,CPU-96,rich,0.5,0.5,8.09
SURROGATE_NN_GA,MANY_CORE_CPU,CPU-96,rich,0.5,1.0,16.19
SURROGATE_NN_GA,MANY_CORE_CPU,CPU-96,rich,0.5,2.0,32.38
SURROGATE_NN_GA,MANY_CORE_CPU,CPU-96,rich,1.0,0.5,16.19
SURROGATE_NN_GA,MANY_CORE_CPU,CPU-96,rich,1.0,1.0,32.38
SURROGATE_NN_GA,MANY_CORE_CPU,CPU-96,rich,1.0,2.0,64.75
SURROGATE_NN_GA,MANY_CORE_CPU,CPU-96,rich,2.0,0.5,32.38
SURROGATE_NN_GA,MANY_CORE_CPU,CPU-96,rich,2.0,1.0,64.75
SURROGATE_NN_GA,MANY_CORE_CPU,CPU-96,rich,2.0,2.0,129.5
